Q9UBW7 AF-Q9UBW7-F1-model_v4.pdb
Q8IWT1 AF-Q8IWT1-F1-model_v4.pdb
Q8IWT3 AF-Q8IWT3-F1-model_v4.pdb
Q8IWU4 AF-Q8IWU4-F1-model_v4.pdb
Q8IWU5 AF-Q8IWU5-F1-model_v4.pdb
Q8IWU9 AF-Q8IWU9-F1-model_v4.pdb
Q8IWV1 AF-Q8IWV1-F1-model_v4.pdb
Q8IY92 AF-Q8IY92-F1-model_v4.pdb
Q8IYA6 AF-Q8IYA6-F1-model_v4.pdb
Q8IYB5 AF-Q8IYB5-F1-model_v4.pdb
Q8IYB7 AF-Q8IYB7-F1-model_v4.pdb
Q8IYD8 AF-Q8IYD8-F1-model_v4.pdb
Q8IYF3 AF-Q8IYF3-F1-model_v4.pdb
Q8IYH5 AF-Q8IYH5-F1-model_v4.pdb
Q8IXQ5 AF-Q8IXQ5-F1-model_v4.pdb
Q8IXQ6 AF-Q8IXQ6-F1-model_v4.pdb
Q8IXS2 AF-Q8IXS2-F1-model_v4.pdb
Q8IXZ2 AF-Q8IXZ2-F1-model_v4.pdb
Q8IY17 AF-Q8IY17-F1-model_v4.pdb
Q8IY22 AF-Q8IY22-F1-model_v4.pdb
Q8IY33 AF-Q8IY33-F1-model_v4.pdb
Q8IY50 AF-Q8IY50-F1-model_v4.pdb
Q8IY63 AF-Q8IY63-F1-model_v4.pdb
Q8IWV2 AF-Q8IWV2-F1-model_v4.pdb
Q8IWV7 AF-Q8IWV7-F1-model_v4.pdb
Q8IWX7 AF-Q8IWX7-F1-model_v4.pdb
Q6GPH4 AF-Q6GPH4-F1-model_v4.pdb
Q6GPH6 AF-Q6GPH6-F1-model_v4.pdb
Q6GTS8 AF-Q6GTS8-F1-model_v4.pdb
Q0VDD8 AF-Q0VDD8-F4-model_v4.pdb
Q0VF96 AF-Q0VF96-F1-model_v4.pdb
Q0ZGT2 AF-Q0ZGT2-F1-model_v4.pdb
Q10471 AF-Q10471-F1-model_v4.pdb
Q10588 AF-Q10588-F1-model_v4.pdb
Q10713 AF-Q10713-F1-model_v4.pdb
Q11203 AF-Q11203-F1-model_v4.pdb
Q12756 AF-Q12756-F1-model_v4.pdb
Q12765 AF-Q12765-F1-model_v4.pdb
Q12767 AF-Q12767-F1-model_v4.pdb
Q12769 AF-Q12769-F1-model_v4.pdb
Q12772 AF-Q12772-F1-model_v4.pdb
Q09666 AF-Q09666-F23-model_v4.pdb
Q0D2J5 AF-Q0D2J5-F1-model_v4.pdb
Q0D2K0 AF-Q0D2K0-F1-model_v4.pdb
Q0D2K3 AF-Q0D2K3-F1-model_v4.pdb
Q0GE19 AF-Q0GE19-F1-model_v4.pdb
Q0IIM8 AF-Q0IIM8-F1-model_v4.pdb
Q0VAK6 AF-Q0VAK6-F1-model_v4.pdb
Q08999 AF-Q08999-F1-model_v4.pdb
Q08AD1 AF-Q08AD1-F1-model_v4.pdb
Q08AF3 AF-Q08AF3-F1-model_v4.pdb
Q08AH1 AF-Q08AH1-F1-model_v4.pdb
Q08AM6 AF-Q08AM6-F1-model_v4.pdb
Q08J23 AF-Q08J23-F1-model_v4.pdb
Q09013 AF-Q09013-F1-model_v4.pdb
Q09428 AF-Q09428-F1-model_v4.pdb
Q6AHZ1 AF-Q6AHZ1-F1-model_v4.pdb
Q6AWC2 AF-Q6AWC2-F1-model_v4.pdb
Q6DJT9 AF-Q6DJT9-F1-model_v4.pdb
Q6DKJ4 AF-Q6DKJ4-F1-model_v4.pdb
Q6DN12 AF-Q6DN12-F1-model_v4.pdb
Q6DN72 AF-Q6DN72-F1-model_v4.pdb
Q6DN90 AF-Q6DN90-F1-model_v4.pdb
Q68CZ2 AF-Q68CZ2-F1-model_v4.pdb
Q68D06 AF-Q68D06-F1-model_v4.pdb
Q68DA7 AF-Q68DA7-F1-model_v4.pdb
Q68DC2 AF-Q68DC2-F1-model_v4.pdb
Q68DV7 AF-Q68DV7-F1-model_v4.pdb
Q68DY9 AF-Q68DY9-F1-model_v4.pdb
Q68E01 AF-Q68E01-F1-model_v4.pdb
Q68G74 AF-Q68G74-F1-model_v4.pdb
Q693B1 AF-Q693B1-F1-model_v4.pdb
Q69YH5 AF-Q69YH5-F1-model_v4.pdb
Q69YN2 AF-Q69YN2-F1-model_v4.pdb
Q12934 AF-Q12934-F1-model_v4.pdb
Q12951 AF-Q12951-F1-model_v4.pdb
Q12955 AF-Q12955-F1-model_v4.pdb
Q12959 AF-Q12959-F1-model_v4.pdb
Q12967 AF-Q12967-F1-model_v4.pdb
Q12968 AF-Q12968-F1-model_v4.pdb
Q68CJ9 AF-Q68CJ9-F1-model_v4.pdb
Q68CP4 AF-Q68CP4-F1-model_v4.pdb
Q68CP9 AF-Q68CP9-F1-model_v4.pdb
Q68CQ7 AF-Q68CQ7-F1-model_v4.pdb
Q68CR1 AF-Q68CR1-F1-model_v4.pdb
Q68CZ1 AF-Q68CZ1-F1-model_v4.pdb
Q12830 AF-Q12830-F1-model_v4.pdb
Q12837 AF-Q12837-F1-model_v4.pdb
Q12851 AF-Q12851-F1-model_v4.pdb
Q12852 AF-Q12852-F1-model_v4.pdb
Q12857 AF-Q12857-F1-model_v4.pdb
Q12860 AF-Q12860-F1-model_v4.pdb
Q12873 AF-Q12873-F1-model_v4.pdb
Q12879 AF-Q12879-F1-model_v4.pdb
Q12882 AF-Q12882-F1-model_v4.pdb
Q12884 AF-Q12884-F1-model_v4.pdb
Q12887 AF-Q12887-F1-model_v4.pdb
Q12888 AF-Q12888-F1-model_v4.pdb
Q12904 AF-Q12904-F1-model_v4.pdb
Q12913 AF-Q12913-F1-model_v4.pdb
Q12923 AF-Q12923-F1-model_v4.pdb
Q12929 AF-Q12929-F1-model_v4.pdb
Q12931 AF-Q12931-F1-model_v4.pdb
Q641Q3 AF-Q641Q3-F1-model_v4.pdb
Q64LD2 AF-Q64LD2-F1-model_v4.pdb
Q658P3 AF-Q658P3-F1-model_v4.pdb
Q659A1 AF-Q659A1-F1-model_v4.pdb
Q659C4 AF-Q659C4-F1-model_v4.pdb
Q66GS9 AF-Q66GS9-F1-model_v4.pdb
Q66K79 AF-Q66K79-F1-model_v4.pdb
Q676U5 AF-Q676U5-F1-model_v4.pdb
Q684P5 AF-Q684P5-F1-model_v4.pdb
Q685J3 AF-Q685J3-F1-model_v4.pdb
Q687X5 AF-Q687X5-F1-model_v4.pdb
Q68BL8 AF-Q68BL8-F1-model_v4.pdb
Q13002 AF-Q13002-F1-model_v4.pdb
Q13003 AF-Q13003-F1-model_v4.pdb
Q13007 AF-Q13007-F1-model_v4.pdb
Q13009 AF-Q13009-F1-model_v4.pdb
Q13017 AF-Q13017-F1-model_v4.pdb
Q13303 AF-Q13303-F1-model_v4.pdb
Q13304 AF-Q13304-F1-model_v4.pdb
Q13308 AF-Q13308-F1-model_v4.pdb
Q13316 AF-Q13316-F1-model_v4.pdb
Q13322 AF-Q13322-F1-model_v4.pdb
Q13324 AF-Q13324-F1-model_v4.pdb
Q13325 AF-Q13325-F1-model_v4.pdb
Q13330 AF-Q13330-F1-model_v4.pdb
Q13332 AF-Q13332-F1-model_v4.pdb
Q13336 AF-Q13336-F1-model_v4.pdb
Q13342 AF-Q13342-F1-model_v4.pdb
Q13361 AF-Q13361-F1-model_v4.pdb
Q13362 AF-Q13362-F1-model_v4.pdb
Q13363 AF-Q13363-F1-model_v4.pdb
Q13367 AF-Q13367-F1-model_v4.pdb
Q13155 AF-Q13155-F1-model_v4.pdb
Q13164 AF-Q13164-F1-model_v4.pdb
Q13183 AF-Q13183-F1-model_v4.pdb
Q13191 AF-Q13191-F1-model_v4.pdb
Q13201 AF-Q13201-F1-model_v4.pdb
Q13214 AF-Q13214-F1-model_v4.pdb
Q13216 AF-Q13216-F1-model_v4.pdb
Q13228 AF-Q13228-F1-model_v4.pdb
Q13231 AF-Q13231-F1-model_v4.pdb
Q13255 AF-Q13255-F1-model_v4.pdb
Q13257 AF-Q13257-F1-model_v4.pdb
Q13258 AF-Q13258-F1-model_v4.pdb
Q13261 AF-Q13261-F1-model_v4.pdb
Q13263 AF-Q13263-F1-model_v4.pdb
Q13268 AF-Q13268-F1-model_v4.pdb
Q13275 AF-Q13275-F1-model_v4.pdb
Q13277 AF-Q13277-F1-model_v4.pdb
Q13286 AF-Q13286-F1-model_v4.pdb
Q13291 AF-Q13291-F1-model_v4.pdb
Q13018 AF-Q13018-F1-model_v4.pdb
Q13023 AF-Q13023-F1-model_v4.pdb
Q13029 AF-Q13029-F1-model_v4.pdb
Q13042 AF-Q13042-F1-model_v4.pdb
Q13043 AF-Q13043-F1-model_v4.pdb
Q13045 AF-Q13045-F1-model_v4.pdb
Q13057 AF-Q13057-F1-model_v4.pdb
Q13061 AF-Q13061-F1-model_v4.pdb
Q13075 AF-Q13075-F1-model_v4.pdb
Q13085 AF-Q13085-F1-model_v4.pdb
Q13087 AF-Q13087-F1-model_v4.pdb
Q13098 AF-Q13098-F1-model_v4.pdb
Q13099 AF-Q13099-F1-model_v4.pdb
Q13107 AF-Q13107-F1-model_v4.pdb
Q13114 AF-Q13114-F1-model_v4.pdb
Q13118 AF-Q13118-F1-model_v4.pdb
Q13126 AF-Q13126-F1-model_v4.pdb
Q13127 AF-Q13127-F1-model_v4.pdb
Q13131 AF-Q13131-F1-model_v4.pdb
Q13133 AF-Q13133-F1-model_v4.pdb
Q13136 AF-Q13136-F1-model_v4.pdb
Q13148 AF-Q13148-F1-model_v4.pdb
Q13153 AF-Q13153-F1-model_v4.pdb
Q13488 AF-Q13488-F1-model_v4.pdb
Q5XKR9 AF-Q5XKR9-F1-model_v4.pdb
Q5XPI4 AF-Q5XPI4-F1-model_v4.pdb
Q5XUX0 AF-Q5XUX0-F1-model_v4.pdb
Q5XX13 AF-Q5XX13-F1-model_v4.pdb
Q5XXA6 AF-Q5XXA6-F1-model_v4.pdb
Q5ZPR3 AF-Q5ZPR3-F1-model_v4.pdb
Q63HN8 AF-Q63HN8-F1-model_v4.pdb
Q63HQ2 AF-Q63HQ2-F1-model_v4.pdb
Q63HR2 AF-Q63HR2-F1-model_v4.pdb
Q63ZY3 AF-Q63ZY3-F1-model_v4.pdb
Q13370 AF-Q13370-F1-model_v4.pdb
Q13393 AF-Q13393-F1-model_v4.pdb
Q13402 AF-Q13402-F1-model_v4.pdb
Q13409 AF-Q13409-F1-model_v4.pdb
Q8N7U6 AF-Q8N7U6-F1-model_v4.pdb
Q8N7X2 AF-Q8N7X2-F1-model_v4.pdb
Q8N878 AF-Q8N878-F1-model_v4.pdb
Q8N884 AF-Q8N884-F1-model_v4.pdb
Q8N8E2 AF-Q8N8E2-F1-model_v4.pdb
Q8N8E3 AF-Q8N8E3-F1-model_v4.pdb
Q8N8G2 AF-Q8N8G2-F1-model_v4.pdb
Q8N8Q3 AF-Q8N8Q3-F1-model_v4.pdb
Q8N8Q8 AF-Q8N8Q8-F1-model_v4.pdb
Q8N8Q9 AF-Q8N8Q9-F1-model_v4.pdb
Q8N8S7 AF-Q8N8S7-F1-model_v4.pdb
Q8N8W4 AF-Q8N8W4-F1-model_v4.pdb
Q8N960 AF-Q8N960-F1-model_v4.pdb
Q8N9B5 AF-Q8N9B5-F1-model_v4.pdb
Q8N9H8 AF-Q8N9H8-F1-model_v4.pdb
Q8N9L1 AF-Q8N9L1-F1-model_v4.pdb
Q8N9N2 AF-Q8N9N2-F1-model_v4.pdb
Q8N9N5 AF-Q8N9N5-F1-model_v4.pdb
Q8N9W5 AF-Q8N9W5-F1-model_v4.pdb
Q8N9Z2 AF-Q8N9Z2-F1-model_v4.pdb
Q8NA29 AF-Q8NA29-F1-model_v4.pdb
Q8NA31 AF-Q8NA31-F1-model_v4.pdb
Q8NA56 AF-Q8NA56-F1-model_v4.pdb
Q8NA58 AF-Q8NA58-F1-model_v4.pdb
Q8NA72 AF-Q8NA72-F1-model_v4.pdb
Q8NAA4 AF-Q8NAA4-F1-model_v4.pdb
Q8NAA5 AF-Q8NAA5-F1-model_v4.pdb
Q8NAT2 AF-Q8NAT2-F1-model_v4.pdb
Q8NB16 AF-Q8NB16-F1-model_v4.pdb
Q8NB59 AF-Q8NB59-F1-model_v4.pdb
Q8NB78 AF-Q8NB78-F1-model_v4.pdb
Q8NB90 AF-Q8NB90-F1-model_v4.pdb
Q8NBF2 AF-Q8NBF2-F1-model_v4.pdb
Q8NBJ9 AF-Q8NBJ9-F1-model_v4.pdb
Q8NBK3 AF-Q8NBK3-F1-model_v4.pdb
Q8NBM4 AF-Q8NBM4-F1-model_v4.pdb
Q8NBN7 AF-Q8NBN7-F1-model_v4.pdb
Q8NBP7 AF-Q8NBP7-F1-model_v4.pdb
Q8NBS3 AF-Q8NBS3-F1-model_v4.pdb
Q8NBS9 AF-Q8NBS9-F1-model_v4.pdb
Q8NBT0 AF-Q8NBT0-F1-model_v4.pdb
Q8NBU5 AF-Q8NBU5-F1-model_v4.pdb
Q8NBW4 AF-Q8NBW4-F1-model_v4.pdb
Q8NC26 AF-Q8NC26-F1-model_v4.pdb
Q8NC56 AF-Q8NC56-F1-model_v4.pdb
Q8NC67 AF-Q8NC67-F1-model_v4.pdb
Q8NC96 AF-Q8NC96-F1-model_v4.pdb
Q8NCC5 AF-Q8NCC5-F1-model_v4.pdb
Q8NCE0 AF-Q8NCE0-F1-model_v4.pdb
Q8NCE2 AF-Q8NCE2-F1-model_v4.pdb
Q8NCG7 AF-Q8NCG7-F1-model_v4.pdb
Q8NCM2 AF-Q8NCM2-F1-model_v4.pdb
Q8NCM8 AF-Q8NCM8-F1-model_v4.pdb
Q8NE00 AF-Q8NE00-F1-model_v4.pdb
Q8NE31 AF-Q8NE31-F1-model_v4.pdb
Q8NE71 AF-Q8NE71-F1-model_v4.pdb
Q8NEA6 AF-Q8NEA6-F1-model_v4.pdb
Q8NEE8 AF-Q8NEE8-F1-model_v4.pdb
Q8NEF3 AF-Q8NEF3-F1-model_v4.pdb
Q8NDD1 AF-Q8NDD1-F1-model_v4.pdb
Q8NDG6 AF-Q8NDG6-F1-model_v4.pdb
Q8NDL9 AF-Q8NDL9-F1-model_v4.pdb
Q8NDM7 AF-Q8NDM7-F1-model_v4.pdb
Q8NDN9 AF-Q8NDN9-F1-model_v4.pdb
Q8NDV7 AF-Q8NDV7-F1-model_v4.pdb
Q8NDW8 AF-Q8NDW8-F1-model_v4.pdb
Q8NDX2 AF-Q8NDX2-F1-model_v4.pdb
Q8NDY3 AF-Q8NDY3-F1-model_v4.pdb
Q8NDZ0 AF-Q8NDZ0-F1-model_v4.pdb
Q8NCN5 AF-Q8NCN5-F1-model_v4.pdb
Q8NCQ7 AF-Q8NCQ7-F1-model_v4.pdb
Q8NCR0 AF-Q8NCR0-F1-model_v4.pdb
Q8NCR3 AF-Q8NCR3-F1-model_v4.pdb
Q8NCT3 AF-Q8NCT3-F1-model_v4.pdb
Q8NCW0 AF-Q8NCW0-F1-model_v4.pdb
Q8NCW5 AF-Q8NCW5-F1-model_v4.pdb
Q8NCW6 AF-Q8NCW6-F1-model_v4.pdb
Q8ND04 AF-Q8ND04-F1-model_v4.pdb
Q8ND61 AF-Q8ND61-F1-model_v4.pdb
Q8NEL9 AF-Q8NEL9-F1-model_v4.pdb
Q8NEM0 AF-Q8NEM0-F1-model_v4.pdb
Q8NEM8 AF-Q8NEM8-F1-model_v4.pdb
Q8NEN0 AF-Q8NEN0-F1-model_v4.pdb
Q8NEP3 AF-Q8NEP3-F1-model_v4.pdb
Q8NER1 AF-Q8NER1-F1-model_v4.pdb
Q8NER5 AF-Q8NER5-F1-model_v4.pdb
Q8NES3 AF-Q8NES3-F1-model_v4.pdb
Q8NET8 AF-Q8NET8-F1-model_v4.pdb
Q8NEV4 AF-Q8NEV4-F1-model_v4.pdb
Q8NEY1 AF-Q8NEY1-F1-model_v4.pdb
Q8NEY4 AF-Q8NEY4-F1-model_v4.pdb
Q8NEZ2 AF-Q8NEZ2-F1-model_v4.pdb
Q8NEZ3 AF-Q8NEZ3-F1-model_v4.pdb
Q8NEZ4 AF-Q8NEZ4-F1-model_v4.pdb
Q8NFR7 AF-Q8NFR7-F1-model_v4.pdb
Q8NFR9 AF-Q8NFR9-F1-model_v4.pdb
Q8NFW1 AF-Q8NFW1-F1-model_v4.pdb
Q8NFW5 AF-Q8NFW5-F1-model_v4.pdb
Q8NFW9 AF-Q8NFW9-F1-model_v4.pdb
Q8NFY4 AF-Q8NFY4-F1-model_v4.pdb
Q8NFZ0 AF-Q8NFZ0-F1-model_v4.pdb
Q8NFZ3 AF-Q8NFZ3-F1-model_v4.pdb
Q8NG08 AF-Q8NG08-F1-model_v4.pdb
Q8NG27 AF-Q8NG27-F1-model_v4.pdb
Q8NG31 AF-Q8NG31-F1-model_v4.pdb
Q8NG66 AF-Q8NG66-F1-model_v4.pdb
Q96DX4 AF-Q96DX4-F1-model_v4.pdb
Q96DX5 AF-Q96DX5-F1-model_v4.pdb
Q96DY7 AF-Q96DY7-F1-model_v4.pdb
Q96DZ1 AF-Q96DZ1-F1-model_v4.pdb
Q96DZ7 AF-Q96DZ7-F1-model_v4.pdb
Q96E11 AF-Q96E11-F1-model_v4.pdb
Q96CW1 AF-Q96CW1-F1-model_v4.pdb
Q96CW9 AF-Q96CW9-F1-model_v4.pdb
Q96D31 AF-Q96D31-F1-model_v4.pdb
Q96D53 AF-Q96D53-F1-model_v4.pdb
Q96D71 AF-Q96D71-F1-model_v4.pdb
Q96DA6 AF-Q96DA6-F1-model_v4.pdb
Q96DB2 AF-Q96DB2-F1-model_v4.pdb
Q96DB9 AF-Q96DB9-F1-model_v4.pdb
Q96DE0 AF-Q96DE0-F1-model_v4.pdb
Q96DN2 AF-Q96DN2-F1-model_v4.pdb
Q96DP5 AF-Q96DP5-F1-model_v4.pdb
Q96C12 AF-Q96C12-F1-model_v4.pdb
Q96CA5 AF-Q96CA5-F1-model_v4.pdb
Q96CD2 AF-Q96CD2-F1-model_v4.pdb
Q96CG8 AF-Q96CG8-F1-model_v4.pdb
Q96CJ1 AF-Q96CJ1-F1-model_v4.pdb
Q96CU9 AF-Q96CU9-F1-model_v4.pdb
Q96CV9 AF-Q96CV9-F1-model_v4.pdb
Q96B97 AF-Q96B97-F1-model_v4.pdb
Q96BA8 AF-Q96BA8-F1-model_v4.pdb
Q96BD5 AF-Q96BD5-F1-model_v4.pdb
Q96BF3 AF-Q96BF3-F1-model_v4.pdb
Q96BR1 AF-Q96BR1-F1-model_v4.pdb
Q96BR6 AF-Q96BR6-F1-model_v4.pdb
Q96BS2 AF-Q96BS2-F1-model_v4.pdb
Q96BT3 AF-Q96BT3-F1-model_v4.pdb
Q96BT7 AF-Q96BT7-F1-model_v4.pdb
Q96BW1 AF-Q96BW1-F1-model_v4.pdb
Q96BW5 AF-Q96BW5-F1-model_v4.pdb
Q96BW9 AF-Q96BW9-F1-model_v4.pdb
Q96BY6 AF-Q96BY6-F1-model_v4.pdb
Q96BZ9 AF-Q96BZ9-F1-model_v4.pdb
Q96AD5 AF-Q96AD5-F1-model_v4.pdb
Q96AE4 AF-Q96AE4-F1-model_v4.pdb
Q96AG3 AF-Q96AG3-F1-model_v4.pdb
Q96AJ1 AF-Q96AJ1-F1-model_v4.pdb
Q96AQ7 AF-Q96AQ7-F1-model_v4.pdb
Q96AV8 AF-Q96AV8-F1-model_v4.pdb
Q96AX9 AF-Q96AX9-F1-model_v4.pdb
Q96AY2 AF-Q96AY2-F1-model_v4.pdb
Q96AY3 AF-Q96AY3-F1-model_v4.pdb
Q96AZ6 AF-Q96AZ6-F1-model_v4.pdb
Q96B01 AF-Q96B01-F1-model_v4.pdb
Q969X5 AF-Q969X5-F1-model_v4.pdb
Q969X6 AF-Q969X6-F1-model_v4.pdb
Q969Y2 AF-Q969Y2-F1-model_v4.pdb
Q96A25 AF-Q96A25-F1-model_v4.pdb
Q96A28 AF-Q96A28-F1-model_v4.pdb
Q96A29 AF-Q96A29-F1-model_v4.pdb
Q96A57 AF-Q96A57-F1-model_v4.pdb
Q96A58 AF-Q96A58-F1-model_v4.pdb
Q96A65 AF-Q96A65-F1-model_v4.pdb
Q96A70 AF-Q96A70-F1-model_v4.pdb
Q96AC6 AF-Q96AC6-F1-model_v4.pdb
Q969K3 AF-Q969K3-F1-model_v4.pdb
Q969M3 AF-Q969M3-F1-model_v4.pdb
Q969N2 AF-Q969N2-F1-model_v4.pdb
Q969P5 AF-Q969P5-F1-model_v4.pdb
Q969P6 AF-Q969P6-F1-model_v4.pdb
Q969Q1 AF-Q969Q1-F1-model_v4.pdb
Q969Q6 AF-Q969Q6-F1-model_v4.pdb
Q969R2 AF-Q969R2-F1-model_v4.pdb
Q969R5 AF-Q969R5-F1-model_v4.pdb
Q969R8 AF-Q969R8-F1-model_v4.pdb
Q969S2 AF-Q969S2-F1-model_v4.pdb
Q969S9 AF-Q969S9-F1-model_v4.pdb
Q969T9 AF-Q969T9-F1-model_v4.pdb
Q969U7 AF-Q969U7-F1-model_v4.pdb
Q969V3 AF-Q969V3-F1-model_v4.pdb
Q93009 AF-Q93009-F1-model_v4.pdb
Q93015 AF-Q93015-F1-model_v4.pdb
Q93050 AF-Q93050-F1-model_v4.pdb
Q93063 AF-Q93063-F1-model_v4.pdb
Q93074 AF-Q93074-F1-model_v4.pdb
Q93084 AF-Q93084-F1-model_v4.pdb
Q93097 AF-Q93097-F1-model_v4.pdb
Q93100 AF-Q93100-F1-model_v4.pdb
Q95460 AF-Q95460-F1-model_v4.pdb
Q969F2 AF-Q969F2-F1-model_v4.pdb
Q969F9 AF-Q969F9-F1-model_v4.pdb
Q969G3 AF-Q969G3-F1-model_v4.pdb
Q969H0 AF-Q969H0-F1-model_v4.pdb
Q969H4 AF-Q969H4-F1-model_v4.pdb
Q92674 AF-Q92674-F1-model_v4.pdb
Q92685 AF-Q92685-F1-model_v4.pdb
Q92688 AF-Q92688-F1-model_v4.pdb
Q92692 AF-Q92692-F1-model_v4.pdb
Q92729 AF-Q92729-F1-model_v4.pdb
Q92731 AF-Q92731-F1-model_v4.pdb
Q92734 AF-Q92734-F1-model_v4.pdb
Q92736 AF-Q92736-F1-model_v4.pdb
Q92963 AF-Q92963-F1-model_v4.pdb
Q92974 AF-Q92974-F1-model_v4.pdb
Q92985 AF-Q92985-F1-model_v4.pdb
Q92988 AF-Q92988-F1-model_v4.pdb
Q92989 AF-Q92989-F1-model_v4.pdb
Q92990 AF-Q92990-F1-model_v4.pdb
Q92993 AF-Q92993-F1-model_v4.pdb
Q92994 AF-Q92994-F1-model_v4.pdb
Q92997 AF-Q92997-F1-model_v4.pdb
Q93008 AF-Q93008-F1-model_v4.pdb
Q92563 AF-Q92563-F1-model_v4.pdb
Q92569 AF-Q92569-F1-model_v4.pdb
Q92574 AF-Q92574-F1-model_v4.pdb
Q92576 AF-Q92576-F1-model_v4.pdb
Q92581 AF-Q92581-F1-model_v4.pdb
Q92597 AF-Q92597-F1-model_v4.pdb
Q92598 AF-Q92598-F1-model_v4.pdb
Q92600 AF-Q92600-F1-model_v4.pdb
Q92608 AF-Q92608-F1-model_v4.pdb
Q92614 AF-Q92614-F1-model_v4.pdb
Q92619 AF-Q92619-F1-model_v4.pdb
Q92620 AF-Q92620-F1-model_v4.pdb
Q92622 AF-Q92622-F1-model_v4.pdb
Q92625 AF-Q92625-F1-model_v4.pdb
Q92626 AF-Q92626-F1-model_v4.pdb
Q92629 AF-Q92629-F1-model_v4.pdb
Q92643 AF-Q92643-F1-model_v4.pdb
Q92667 AF-Q92667-F1-model_v4.pdb
Q8WZA1 AF-Q8WZA1-F1-model_v4.pdb
Q8WZA2 AF-Q8WZA2-F1-model_v4.pdb
Q92466 AF-Q92466-F1-model_v4.pdb
Q92481 AF-Q92481-F1-model_v4.pdb
Q92485 AF-Q92485-F1-model_v4.pdb
Q92496 AF-Q92496-F1-model_v4.pdb
Q92502 AF-Q92502-F1-model_v4.pdb
Q92523 AF-Q92523-F1-model_v4.pdb
Q92529 AF-Q92529-F1-model_v4.pdb
Q92538 AF-Q92538-F1-model_v4.pdb
Q92542 AF-Q92542-F1-model_v4.pdb
Q92543 AF-Q92543-F1-model_v4.pdb
Q92552 AF-Q92552-F1-model_v4.pdb
Q96P48 AF-Q96P48-F1-model_v4.pdb
Q96P56 AF-Q96P56-F1-model_v4.pdb
Q96S37 AF-Q96S37-F1-model_v4.pdb
Q96S38 AF-Q96S38-F1-model_v4.pdb
Q96S52 AF-Q96S52-F1-model_v4.pdb
Q96S53 AF-Q96S53-F1-model_v4.pdb
Q96S55 AF-Q96S55-F1-model_v4.pdb
Q96S66 AF-Q96S66-F1-model_v4.pdb
Q96SA4 AF-Q96SA4-F1-model_v4.pdb
Q96SD1 AF-Q96SD1-F1-model_v4.pdb
Q96SF7 AF-Q96SF7-F1-model_v4.pdb
Q96SK3 AF-Q96SK3-F1-model_v4.pdb
Q96SN8 AF-Q96SN8-F1-model_v4.pdb
Q96SQ5 AF-Q96SQ5-F1-model_v4.pdb
Q96ST8 AF-Q96ST8-F1-model_v4.pdb
Q96Q42 AF-Q96Q42-F1-model_v4.pdb
Q96Q45 AF-Q96Q45-F1-model_v4.pdb
Q96Q89 AF-Q96Q89-F1-model_v4.pdb
Q96QB1 AF-Q96QB1-F1-model_v4.pdb
Q96QD5 AF-Q96QD5-F1-model_v4.pdb
Q96QE3 AF-Q96QE3-F1-model_v4.pdb
Q96QG7 AF-Q96QG7-F1-model_v4.pdb
Q96QP1 AF-Q96QP1-F1-model_v4.pdb
Q96QS1 AF-Q96QS1-F1-model_v4.pdb
Q96QT6 AF-Q96QT6-F1-model_v4.pdb
Q96QU1 AF-Q96QU1-F1-model_v4.pdb
Q96QU6 AF-Q96QU6-F1-model_v4.pdb
Q96QV1 AF-Q96QV1-F1-model_v4.pdb
Q96RW7 AF-Q96RW7-F9-model_v4.pdb
Q96RY7 AF-Q96RY7-F1-model_v4.pdb
Q96S06 AF-Q96S06-F1-model_v4.pdb
Q96RL7 AF-Q96RL7-F8-model_v4.pdb
Q96RN1 AF-Q96RN1-F1-model_v4.pdb
Q96RN5 AF-Q96RN5-F1-model_v4.pdb
Q96RP7 AF-Q96RP7-F1-model_v4.pdb
Q96RP9 AF-Q96RP9-F1-model_v4.pdb
Q96RR1 AF-Q96RR1-F1-model_v4.pdb
Q96RT1 AF-Q96RT1-F1-model_v4.pdb
Q96RT6 AF-Q96RT6-F1-model_v4.pdb
Q96RT8 AF-Q96RT8-F1-model_v4.pdb
Q96RU2 AF-Q96RU2-F1-model_v4.pdb
Q96RU3 AF-Q96RU3-F1-model_v4.pdb
Q96RU8 AF-Q96RU8-F1-model_v4.pdb
Q96RV3 AF-Q96RV3-F1-model_v4.pdb
Q96QZ7 AF-Q96QZ7-F1-model_v4.pdb
Q96RD6 AF-Q96RD6-F1-model_v4.pdb
Q96RD7 AF-Q96RD7-F1-model_v4.pdb
Q96RD9 AF-Q96RD9-F1-model_v4.pdb
Q96RE9 AF-Q96RE9-F1-model_v4.pdb
Q96RF0 AF-Q96RF0-F1-model_v4.pdb
Q96RG2 AF-Q96RG2-F1-model_v4.pdb
Q96RI1 AF-Q96RI1-F1-model_v4.pdb
Q96RJ3 AF-Q96RJ3-F1-model_v4.pdb
Q96RK4 AF-Q96RK4-F1-model_v4.pdb
Q96RL1 AF-Q96RL1-F1-model_v4.pdb
Q96RL6 AF-Q96RL6-F1-model_v4.pdb
Q99928 AF-Q99928-F1-model_v4.pdb
Q99932 AF-Q99932-F1-model_v4.pdb
Q99933 AF-Q99933-F1-model_v4.pdb
Q99941 AF-Q99941-F1-model_v4.pdb
Q99959 AF-Q99959-F1-model_v4.pdb
Q99963 AF-Q99963-F1-model_v4.pdb
Q99967 AF-Q99967-F1-model_v4.pdb
